timestamp,data,mark,
timestamp,data,mark,
2024-11-07T20:34:23.426944564+08:00,191067585,"3
",
2024-11-07T20:34:23.528106527+08:00,191076081,"3
",
2024-11-07T20:34:23.629269471+08:00,191067345,"3
",
2024-11-07T20:34:23.730430656+08:00,191048961,"3
",
2024-11-07T20:34:23.831594638+08:00,191076081,"3
",
2024-11-07T20:34:23.932758249+08:00,191076321,"3
",
2024-11-07T20:34:24.033930841+08:00,191058849,"3
",
2024-11-07T20:34:24.135109026+08:00,191085969,"3
",
2024-11-07T20:34:24.236281526+08:00,191085969,"3
",
2024-11-07T20:34:24.337446341+08:00,191085969,"3
",
2024-11-07T20:34:24.438609971+08:00,191081137,"3
",
2024-11-07T20:34:24.539774341+08:00,191058849,"3
",
2024-11-07T20:34:24.640936934+08:00,191090785,"3
",
2024-11-07T20:34:24.742099897+08:00,191099521,"3
",
2024-11-07T20:34:24.843272785+08:00,191090785,"3
",
2024-11-07T20:34:24.944435359+08:00,191109169,"3
",
2024-11-07T20:34:25.045604248+08:00,191090785,"3
",
2024-11-07T20:34:25.146775878+08:00,191104353,"3
",
2024-11-07T20:34:25.247945174+08:00,191077233,"3
",
2024-11-07T20:34:25.349110229+08:00,191085969,"3
",
2024-11-07T20:34:25.450273452+08:00,191058849,"3
",
2024-11-07T20:34:25.551435007+08:00,191072401,"3
",
2024-11-07T20:34:25.652598526+08:00,191067345,"3
",
2024-11-07T20:34:25.753760822+08:00,191058849,"3
",
2024-11-07T20:34:25.854923340+08:00,191085969,"3
",
2024-11-07T20:34:25.956083748+08:00,191081137,"3
",
2024-11-07T20:34:26.057252914+08:00,191053777,"3
",
2024-11-07T20:34:26.158434507+08:00,191077233,"3
",
2024-11-07T20:34:26.259603673+08:00,191095617,"3
",
2024-11-07T20:34:26.360768266+08:00,191077233,"3
",
2024-11-07T20:34:26.461939636+08:00,191067585,"3
",
2024-11-07T20:34:26.563104729+08:00,191067345,"3
",
2024-11-07T20:34:26.664268136+08:00,191054017,"3
",
2024-11-07T20:34:26.765430025+08:00,191067585,"3
",
2024-11-07T20:34:26.866592858+08:00,191048961,"3
",
2024-11-07T20:34:26.967753988+08:00,191067585,"3
",
2024-11-07T20:34:27.068925747+08:00,191081137,"3
",
2024-11-07T20:34:27.170100728+08:00,191058849,"3
",
2024-11-07T20:34:27.271277765+08:00,191085969,"3
",
2024-11-07T20:34:27.372445210+08:00,191058849,"3
",
2024-11-07T20:34:27.473607191+08:00,191058849,"3
",
2024-11-07T20:34:27.574769673+08:00,191076321,"3
",
2024-11-07T20:34:27.675936543+08:00,191063681,"3
",
2024-11-07T20:34:27.777104710+08:00,191058849,"3
",
2024-11-07T20:34:27.878268654+08:00,191085969,"3
",
2024-11-07T20:34:27.979429172+08:00,191089873,"3
",
2024-11-07T20:34:28.080600320+08:00,191081137,"3
",
2024-11-07T20:34:28.181772469+08:00,191082049,"3
",
2024-11-07T20:34:28.282954283+08:00,191085969,"3
",
2024-11-07T20:34:28.384131117+08:00,191081137,"3
",
2024-11-07T20:34:28.485294172+08:00,191085969,"3
",
2024-11-07T20:34:28.586457320+08:00,191094689,"3
",
2024-11-07T20:34:28.687619839+08:00,191085969,"3
",
2024-11-07T20:34:28.788790783+08:00,191077233,"3
",
2024-11-07T20:34:28.889964005+08:00,191072401,"3
",
2024-11-07T20:34:28.991131987+08:00,191077233,"3
",
2024-11-07T20:34:29.092305338+08:00,191085969,"3
",
2024-11-07T20:34:29.193452672+08:00,191089873,"3
",
2024-11-07T20:34:29.294622505+08:00,191095617,"3
",
2024-11-07T20:34:29.395792394+08:00,191067585,"3
",
2024-11-07T20:34:29.496955079+08:00,191067585,"3
",
2024-11-07T20:34:29.598123857+08:00,191077233,"3
",
2024-11-07T20:34:29.699288375+08:00,191063681,"3
",
2024-11-07T20:34:29.800452282+08:00,191058849,"3
",
2024-11-07T20:34:29.901616023+08:00,191058849,"3
",
2024-11-07T20:34:30.002777875+08:00,191067585,"3
",
2024-11-07T20:34:30.103960708+08:00,191072401,"3
",
2024-11-07T20:34:30.205130578+08:00,191058849,"3
",
2024-11-07T20:34:30.306296893+08:00,191063681,"3
",
2024-11-07T20:34:30.407463819+08:00,191085969,"3
",
2024-11-07T20:34:30.508627319+08:00,191076993,"3
",
2024-11-07T20:34:30.609791615+08:00,191067585,"3
",
2024-11-07T20:34:30.710954430+08:00,191076993,"3
",
2024-11-07T20:34:30.812127171+08:00,191085969,"3
",
2024-11-07T20:34:30.913290615+08:00,191085969,"3
",
2024-11-07T20:34:44.850697773+08:00,188434273,"4
",
2024-11-07T20:34:44.951915514+08:00,188415953,"4
",
2024-11-07T20:34:45.053079773+08:00,188424753,"4
",
2024-11-07T20:34:45.154255607+08:00,188420705,"4
",
2024-11-07T20:34:45.255444421+08:00,188397633,"4
",
2024-11-07T20:34:45.356608403+08:00,188416673,"4
",
2024-11-07T20:34:45.457787792+08:00,188425473,"4
",
2024-11-07T20:34:45.558956125+08:00,188407153,"4
",
2024-11-07T20:34:45.660128477+08:00,188397633,"4
",
2024-11-07T20:34:45.761299754+08:00,188424753,"4
",
2024-11-07T20:34:45.862463273+08:00,188424753,"4
",
2024-11-07T20:34:45.963637958+08:00,188421425,"4
",
2024-11-07T20:34:46.064807217+08:00,188402385,"4
",
2024-11-07T20:34:46.165983921+08:00,188415953,"4
",
2024-11-07T20:34:46.267158365+08:00,188420705,"4
",
2024-11-07T20:34:46.368327865+08:00,188415953,"4
",
2024-11-07T20:34:46.469489939+08:00,188424753,"4
",
2024-11-07T20:34:46.570654291+08:00,188397633,"4
",
2024-11-07T20:34:46.671815569+08:00,188415953,"4
",
2024-11-07T20:34:46.772979957+08:00,188415233,"4
",
2024-11-07T20:34:46.874142735+08:00,188419985,"4
",
2024-11-07T20:34:46.975314865+08:00,188411185,"4
",
2024-11-07T20:34:47.076479309+08:00,188406433,"4
",
2024-11-07T20:34:47.177655624+08:00,188424753,"4
",
2024-11-07T20:34:47.278832198+08:00,188424753,"4
",
2024-11-07T20:34:47.379998698+08:00,188415233,"4
",
2024-11-07T20:34:47.481161624+08:00,188411185,"4
",
2024-11-07T20:34:47.582324179+08:00,188406433,"4
",
2024-11-07T20:34:47.683484753+08:00,188424753,"4
",
2024-11-07T20:34:47.784648698+08:00,188415953,"4
",
2024-11-07T20:34:47.885813309+08:00,188397633,"4
",
2024-11-07T20:34:47.986985420+08:00,188424753,"4
",
2024-11-07T20:34:48.088147068+08:00,188415953,"4
",
2024-11-07T20:34:48.189321271+08:00,188411185,"4
",
2024-11-07T20:34:48.290516105+08:00,188397633,"4
",
2024-11-07T20:34:48.391694642+08:00,188397633,"4
",
2024-11-07T20:34:48.492857734+08:00,188388113,"4
",
2024-11-07T20:34:48.594022105+08:00,188420705,"4
",
2024-11-07T20:34:48.695186919+08:00,188424753,"4
",
2024-11-07T20:34:48.796360419+08:00,188416673,"4
",
2024-11-07T20:34:48.897538123+08:00,188424753,"4
",
2024-11-07T20:34:48.998718771+08:00,188424753,"4
",
2024-11-07T20:34:49.099881012+08:00,188406433,"4
",
2024-11-07T20:34:49.201052141+08:00,188397633,"4
",
2024-11-07T20:34:49.302221215+08:00,188420705,"4
",
2024-11-07T20:34:49.403383567+08:00,188406433,"4
",
2024-11-07T20:34:49.504546752+08:00,188415233,"4
",
2024-11-07T20:34:49.605709641+08:00,188415953,"4
",
2024-11-07T20:34:49.706873289+08:00,188424753,"4
",
2024-11-07T20:34:49.808039493+08:00,188406433,"4
",
2024-11-07T20:34:49.909204678+08:00,188424753,"4
",
2024-11-07T20:34:50.010376381+08:00,188415953,"4
",
2024-11-07T20:34:50.111538492+08:00,188397633,"4
",
2024-11-07T20:34:50.212708733+08:00,188397633,"4
",
2024-11-07T20:34:50.313879659+08:00,188406433,"4
",
2024-11-07T20:34:50.415042437+08:00,188424753,"4
",
2024-11-07T20:34:50.516204863+08:00,188420705,"4
",
2024-11-07T20:34:50.617379863+08:00,188411185,"4
",
2024-11-07T20:34:50.718544437+08:00,188402385,"4
",
2024-11-07T20:34:50.819712955+08:00,188397633,"4
",
2024-11-07T20:34:50.920875270+08:00,188397633,"4
",
2024-11-07T20:34:51.022046103+08:00,188420705,"4
",
2024-11-07T20:34:51.123216344+08:00,188406433,"4
",
2024-11-07T20:34:51.224385844+08:00,188415953,"4
",
2024-11-07T20:34:51.325550733+08:00,188415953,"4
",
2024-11-07T20:34:51.426713640+08:00,188397633,"4
",
2024-11-07T20:34:51.527876362+08:00,188420705,"4
",
2024-11-07T20:34:51.629038621+08:00,188388113,"4
",
2024-11-07T20:34:51.730200288+08:00,188397633,"4
",
2024-11-07T20:34:51.831368454+08:00,188424753,"4
",
2024-11-07T20:34:51.932531436+08:00,188424753,"4
",
2024-11-07T20:34:52.033703195+08:00,188415233,"4
",
2024-11-07T20:34:52.134876047+08:00,188415953,"4
",
2024-11-07T20:34:52.236042028+08:00,188425473,"4
",
2024-11-07T20:34:52.337206713+08:00,188434273,"4
",
2024-11-07T20:34:52.438368602+08:00,188397633,"4
",
2024-11-07T20:34:52.539531991+08:00,188434273,"4
",
2024-11-07T20:34:52.640695306+08:00,188415953,"4
",
2024-11-07T20:34:52.741858509+08:00,188415953,"4
",
2024-11-07T20:34:52.843024509+08:00,188406433,"4
",
2024-11-07T20:34:52.944189898+08:00,188406433,"4
",
2024-11-07T20:34:53.045359843+08:00,188415953,"4
",
2024-11-07T20:34:53.146531991+08:00,188424753,"4
",
2024-11-07T20:34:53.247697861+08:00,188424753,"4
",
2024-11-07T20:34:53.348862528+08:00,188407153,"4
",
2024-11-07T20:34:53.450025102+08:00,188415953,"4
",
2024-11-07T20:34:53.551187342+08:00,188424753,"4
",
2024-11-07T20:34:53.652358398+08:00,188424753,"4
",
2024-11-07T20:34:53.753520453+08:00,188402385,"4
",
2024-11-07T20:34:53.854686083+08:00,188415953,"4
",
2024-11-07T20:34:53.955852712+08:00,188424753,"4
",
2024-11-07T20:34:54.057021898+08:00,188415953,"4
",
2024-11-07T20:34:54.158195490+08:00,188415953,"4
",
2024-11-07T20:34:54.259363212+08:00,188415953,"4
",
2024-11-07T20:34:54.360527046+08:00,188402385,"4
",
2024-11-07T20:34:54.461689768+08:00,188424753,"4
",
2024-11-07T20:34:54.562853323+08:00,188402385,"4
",
2024-11-07T20:34:54.664015342+08:00,188406433,"4
",
2024-11-07T20:34:54.765178045+08:00,188406433,"4
",
2024-11-07T20:34:54.866348471+08:00,188406433,"4
",
2024-11-07T20:35:03.088101670+08:00,186835569,"5
",
2024-11-07T20:35:03.189341003+08:00,186835569,"5
",
2024-11-07T20:35:03.290528077+08:00,186835569,"5
",
2024-11-07T20:35:03.391697336+08:00,186831457,"5
",
2024-11-07T20:35:03.492867151+08:00,186835569,"5
",
2024-11-07T20:35:03.594036410+08:00,186827329,"5
",
2024-11-07T20:35:03.695209558+08:00,186826737,"5
",
2024-11-07T20:35:03.796377799+08:00,186822017,"5
",
2024-11-07T20:35:03.897551799+08:00,186826737,"5
",
2024-11-07T20:35:03.998723558+08:00,186835569,"5
",
2024-11-07T20:35:04.099890262+08:00,186817297,"5
",
2024-11-07T20:35:04.201083706+08:00,186826737,"5
",
2024-11-07T20:35:04.302268373+08:00,186817297,"5
",
2024-11-07T20:35:04.403435965+08:00,186826129,"5
",
2024-11-07T20:35:04.504602910+08:00,186808449,"5
",
2024-11-07T20:35:04.605771113+08:00,186830849,"5
",
2024-11-07T20:35:04.706937058+08:00,186826129,"5
",
2024-11-07T20:35:04.808102169+08:00,186817297,"5
",
2024-11-07T20:35:04.909267465+08:00,186807857,"5
",
2024-11-07T20:35:05.010432224+08:00,186808449,"5
",
2024-11-07T20:35:05.111598835+08:00,186826737,"5
",
2024-11-07T20:35:05.212787650+08:00,186808449,"5
",
2024-11-07T20:35:05.313962539+08:00,186812577,"5
",
2024-11-07T20:35:05.415127150+08:00,186812577,"5
",
2024-11-07T20:35:05.516296317+08:00,186835569,"5
",
2024-11-07T20:35:05.617467168+08:00,186826129,"5
",
2024-11-07T20:35:05.718633242+08:00,186826737,"5
",
2024-11-07T20:35:05.819820724+08:00,186831457,"5
",
2024-11-07T20:35:05.920994594+08:00,186817297,"5
",
2024-11-07T20:35:06.022159798+08:00,186808449,"5
",
2024-11-07T20:35:06.123325076+08:00,186817297,"5
",
2024-11-07T20:35:06.224516372+08:00,186808449,"5
",
2024-11-07T20:35:06.325691149+08:00,186835569,"5
",
2024-11-07T20:35:06.426857001+08:00,186817297,"5
",
2024-11-07T20:35:06.528022816+08:00,186817889,"5
",
2024-11-07T20:35:06.629187557+08:00,186827329,"5
",
2024-11-07T20:35:06.730363557+08:00,186840897,"5
",
2024-11-07T20:35:06.831527742+08:00,186826737,"5
",
2024-11-07T20:35:06.932693371+08:00,186826737,"5
",
2024-11-07T20:35:07.033865075+08:00,186817297,"5
",
2024-11-07T20:35:07.135072593+08:00,186835569,"5
",
2024-11-07T20:35:07.236292723+08:00,186831457,"5
",
2024-11-07T20:35:07.337461408+08:00,186845009,"5
",
2024-11-07T20:35:07.438627167+08:00,186836177,"5
",
2024-11-07T20:35:07.539795871+08:00,186846737,"5
",
2024-11-07T20:35:07.640961834+08:00,186836177,"5
",
2024-11-07T20:35:07.742132260+08:00,186832049,"5
",
2024-11-07T20:35:07.843298204+08:00,186845009,"5
",
2024-11-07T20:35:07.944462056+08:00,186817889,"5
",
2024-11-07T20:35:08.045624334+08:00,186845009,"5
",
2024-11-07T20:35:08.146809852+08:00,186826737,"5
",
2024-11-07T20:35:08.247999093+08:00,186835569,"5
",
2024-11-07T20:35:08.349186593+08:00,186817889,"5
",
2024-11-07T20:35:08.450376889+08:00,186845009,"5
",
2024-11-07T20:35:08.551551963+08:00,186826737,"5
",
2024-11-07T20:35:08.652717370+08:00,186826737,"5
",
2024-11-07T20:35:08.753882407+08:00,186817889,"5
",
2024-11-07T20:35:08.855049518+08:00,186840897,"5
",
2024-11-07T20:35:08.956215185+08:00,186845009,"5
",
2024-11-07T20:35:09.057379518+08:00,186845009,"5
",
2024-11-07T20:35:09.158561740+08:00,186840897,"5
",
2024-11-07T20:35:09.259764648+08:00,186856177,"5
",
2024-11-07T20:35:09.360932277+08:00,186837905,"5
",
2024-11-07T20:35:09.462096722+08:00,186846737,"5
",
2024-11-07T20:35:09.563272185+08:00,186826737,"5
",
2024-11-07T20:35:09.664436536+08:00,186808449,"5
",
2024-11-07T20:35:09.765599499+08:00,186840897,"5
",
2024-11-07T20:35:09.866763870+08:00,186817889,"5
",
2024-11-07T20:35:09.967927258+08:00,186827329,"5
",
2024-11-07T20:35:10.069092703+08:00,186845009,"5
",
2024-11-07T20:35:10.170276425+08:00,186822609,"5
",
2024-11-07T20:35:10.271467518+08:00,186826737,"5
",
2024-11-07T20:35:10.372635869+08:00,186846737,"5
",
2024-11-07T20:35:10.473812610+08:00,186817889,"5
",
2024-11-07T20:35:10.574979184+08:00,186826737,"5
",
2024-11-07T20:35:10.676147369+08:00,186836177,"5
",
2024-11-07T20:35:10.777316110+08:00,186835569,"5
",
2024-11-07T20:35:10.878480962+08:00,186835569,"5
",
2024-11-07T20:35:10.979646962+08:00,186817889,"5
",
2024-11-07T20:35:11.080812610+08:00,186836177,"5
",
2024-11-07T20:35:11.181987110+08:00,186831457,"5
",
2024-11-07T20:35:11.283174869+08:00,186845009,"5
",
2024-11-07T20:35:11.384347665+08:00,186845009,"5
",
2024-11-07T20:35:11.485515813+08:00,186826737,"5
",
2024-11-07T20:35:11.586679313+08:00,186831457,"5
",
2024-11-07T20:35:11.687842757+08:00,186840289,"5
",
2024-11-07T20:35:11.789007183+08:00,186830849,"5
",
2024-11-07T20:35:11.890171535+08:00,186845009,"5
",
2024-11-07T20:35:11.991335628+08:00,186845009,"5
",
2024-11-07T20:35:12.092500146+08:00,186817889,"5
",
2024-11-07T20:35:12.193677276+08:00,186845009,"5
",
2024-11-07T20:35:12.294864831+08:00,186835569,"5
",
2024-11-07T20:35:12.396031461+08:00,186845009,"5
",
2024-11-07T20:35:12.497198516+08:00,186836177,"5
",
2024-11-07T20:35:12.598363794+08:00,186845009,"5
",
2024-11-07T20:35:12.699528998+08:00,186831457,"5
",
2024-11-07T20:35:12.800693738+08:00,186817889,"5
",
2024-11-07T20:35:12.901856627+08:00,186845009,"5
",
2024-11-07T20:35:13.003019979+08:00,186835569,"5
",
2024-11-07T20:35:13.104183812+08:00,186836177,"5
",
2024-11-07T20:35:24.285530380+08:00,183991393,"10
",
2024-11-07T20:35:24.386751065+08:00,184013473,"10
",
2024-11-07T20:35:24.487914639+08:00,184000289,"10
",
2024-11-07T20:35:24.589078083+08:00,184000289,"10
",
2024-11-07T20:35:24.690246213+08:00,183991393,"10
",
2024-11-07T20:35:24.791409213+08:00,184022769,"10
",
2024-11-07T20:35:24.892581879+08:00,184022769,"10
",
2024-11-07T20:35:24.993748435+08:00,183995649,"10
",
2024-11-07T20:35:25.094911027+08:00,184004561,"10
",
2024-11-07T20:35:25.196084990+08:00,184018497,"10
",
2024-11-07T20:35:25.297270860+08:00,184013473,"10
",
2024-11-07T20:35:25.398444508+08:00,184004561,"10
",
2024-11-07T20:35:25.499609397+08:00,183995649,"10
",
2024-11-07T20:35:25.600770694+08:00,184018497,"10
",
2024-11-07T20:35:25.701934545+08:00,184018497,"10
",
2024-11-07T20:35:25.803095416+08:00,184004561,"10
",
2024-11-07T20:35:25.904256804+08:00,183995649,"10
",
2024-11-07T20:35:26.005426156+08:00,184004945,"10
",
2024-11-07T20:35:26.106592712+08:00,184022769,"10
",
2024-11-07T20:35:26.207770008+08:00,184009585,"10
",
2024-11-07T20:35:26.308946841+08:00,184004561,"10
",
2024-11-07T20:35:26.410128563+08:00,184000289,"10
",
2024-11-07T20:35:26.511290397+08:00,184004561,"10
",
2024-11-07T20:35:26.612454619+08:00,184018497,"10
",
2024-11-07T20:35:26.713619082+08:00,184000289,"10
",
2024-11-07T20:35:26.814781656+08:00,184022769,"10
",
2024-11-07T20:35:26.915943100+08:00,184004561,"10
",
2024-11-07T20:35:27.017105119+08:00,184013473,"10
",
2024-11-07T20:35:27.118267785+08:00,184000289,"10
",
2024-11-07T20:35:27.219444174+08:00,183995649,"10
",
2024-11-07T20:35:27.320615674+08:00,184009201,"10
",
2024-11-07T20:35:27.421787341+08:00,184000289,"10
",
2024-11-07T20:35:27.522950878+08:00,183995649,"10
",
2024-11-07T20:35:27.624126044+08:00,184000289,"10
",
2024-11-07T20:35:27.725290377+08:00,184004561,"10
",
2024-11-07T20:35:27.826451618+08:00,184022769,"10
",
2024-11-07T20:35:27.927614840+08:00,184000289,"10
",
2024-11-07T20:35:28.028777896+08:00,184022769,"10
",
2024-11-07T20:35:28.129940396+08:00,184004561,"10
",
2024-11-07T20:35:28.231124340+08:00,184022769,"10
",
2024-11-07T20:35:28.332307173+08:00,184022769,"10
",
2024-11-07T20:35:28.433485914+08:00,184004561,"10
",
2024-11-07T20:35:28.534649303+08:00,184022769,"10
",
2024-11-07T20:35:28.635813747+08:00,183995649,"10
",
2024-11-07T20:35:28.737003210+08:00,184018497,"10
",
2024-11-07T20:35:28.838180599+08:00,184000289,"10
",
2024-11-07T20:35:28.939336932+08:00,184000289,"10
",
2024-11-07T20:35:29.040503840+08:00,184004561,"10
",
2024-11-07T20:35:29.141680988+08:00,184004561,"10
",
2024-11-07T20:35:29.242865247+08:00,184000289,"10
",
2024-11-07T20:35:29.344037080+08:00,183986737,"10
",
2024-11-07T20:35:29.445219062+08:00,184022769,"10
",
2024-11-07T20:35:29.546382580+08:00,184000289,"10
",
2024-11-07T20:35:29.647546024+08:00,183991393,"10
",
2024-11-07T20:35:29.748708376+08:00,184000289,"10
",
2024-11-07T20:35:29.849870969+08:00,184000289,"10
",
2024-11-07T20:35:29.951032950+08:00,184000289,"10
",
2024-11-07T20:35:30.052196450+08:00,184000289,"10
",
2024-11-07T20:35:30.153359024+08:00,184018497,"10
",
2024-11-07T20:35:30.254532394+08:00,184000289,"10
",
2024-11-07T20:35:30.355705450+08:00,184009201,"10
",
2024-11-07T20:35:30.456878246+08:00,184018497,"10
",
2024-11-07T20:35:30.558042524+08:00,184000289,"10
",
2024-11-07T20:35:30.659206654+08:00,184004561,"10
",
2024-11-07T20:35:30.760369116+08:00,184004561,"10
",
